time, x, y, heading, heading_to_target, heading_pid, target_x, target_y
Position: [35.518, 148.666], Heading: -179.9932, Look Ahead: 100, Finish Margin: 10
8660, 5091.295, 148.4656, -176.8435, -179.1288, -0.02285233, -23.093, 70.69
8676, 5102.265, 148.7372, -175.4249, -179.1276, -0.03702698, -23.093, 70.69
8693, 5110.767, 148.9236, -174.1691, -179.127, -0.0495781, -23.093, 70.69
8710, 5114.058, 148.9561, -173.6037, -179.1271, -0.05523468, -23.093, 70.69
8726, 5125.302, 149.2375, -172.1702, -179.1259, -0.06955719, -23.093, 70.69
8743, 5132.982, 149.3391, -171.4118, -179.1261, -0.07714248, -23.093, 70.69
8760, 5138.743, 149.3808, -170.9979, -179.1266, -0.08128723, -23.093, 70.69
8776, 5150.26, 149.6893, -169.4636, -179.1251, -0.09661499, -23.093, 70.69
8793, 5159.861, 149.8588, -168.4519, -179.1249, -0.1067294, -23.093, 70.69
8810, 5164.25, 149.8804, -168.1691, -179.1254, -0.1095625, -23.093, 70.69
8826, 5175.497, 149.9742, -167.6915, -179.1262, -0.1143477, -23.093, 70.69
8843, 5180.435, 149.9931, -167.4725, -179.1268, -0.116543, -23.093, 70.69
8860, 5192.505, 150.0931, -166.9979, -179.1278, -0.1212993, -23.093, 70.69
8876, 5197.717, 150.1056, -166.8598, -179.1285, -0.1226874, -23.093, 70.69
8893, 5209.513, 150.1564, -166.6134, -179.1299, -0.1251654, -23.093, 70.69
8910, 5222.132, 150.1919, -166.4518, -179.1316, -0.1267981, -23.093, 70.69
8926, 5228.441, 150.2015, -166.3654, -179.1326, -0.1276717, -23.093, 70.69
8943, 5242.158, 150.1502, -166.5796, -179.1354, -0.1255574, -23.093, 70.69
8960, 5247.919, 150.1185, -166.8943, -179.1367, -0.1224233, -23.093, 70.69
8976, 5261.36, 149.9969, -167.4129, -179.1402, -0.1172727, -23.093, 70.69
8993, 5267.12, 149.972, -167.6608, -179.1414, -0.1148064, -23.093, 70.69
9010, 5284.95, 149.772, -168.3034, -179.1464, -0.1084305, -23.093, 70.69
9026, 5289.888, 149.7579, -168.4668, -179.1474, -0.1068059, -23.093, 70.69
9043, 5304.976, 149.7061, -168.6636, -179.1503, -0.1048677, -23.093, 70.69
9060, 5311.834, 149.6902, -168.7958, -179.1516, -0.1035582, -23.093, 70.69
9076, 5327.196, 149.5399, -169.3563, -179.1556, -0.09799301, -23.093, 70.69
9093, 5333.504, 149.5026, -169.6958, -179.1571, -0.09461243, -23.093, 70.69
9110, 5348.042, 149.2971, -170.5053, -179.1615, -0.08656204, -23.093, 70.69
9126, 5354.9, 149.2712, -170.7224, -179.1628, -0.08440446, -23.093, 70.69
9143, 5368.616, 149.1752, -171.1231, -179.166, -0.08042954, -23.093, 70.69
9160, 5385.623, 149.0418, -171.5725, -179.17, -0.0759758, -23.093, 70.69
9176, 5392.756, 149.0111, -171.8197, -179.1715, -0.07351792, -23.093, 70.69
9193, 5406.746, 148.8995, -172.2763, -179.1748, -0.06898438, -23.093, 70.69
9210, 5414.153, 148.8726, -172.4845, -179.1762, -0.06691695, -23.093, 70.69
9226, 5432.258, 148.7466, -172.8834, -179.1803, -0.06296814, -23.093, 70.69
9243, 5439.664, 148.7165, -173.1159, -179.1817, -0.0606572, -23.093, 70.69
9260, 5454.203, 148.571, -173.6893, -179.1854, -0.05496048, -23.093, 70.69
9276, 5461.884, 148.533, -173.973, -179.1869, -0.05213898, -23.093, 70.69
9293, 5476.972, 148.3968, -174.4902, -179.1905, -0.04700363, -23.093, 70.69
9310, 5492.607, 148.2773, -174.9281, -179.1941, -0.04265991, -23.093, 70.69
9326, 5500.288, 148.2523, -175.1144, -179.1955, -0.04081024, -23.093, 70.69
9343, 5516.199, 148.1691, -175.4142, -179.1986, -0.03784439, -23.093, 70.69
9360, 5536.224, 148.0541, -175.7431, -179.2027, -0.03459641, -23.093, 70.69
9376, 5543.906, 148.0423, -175.8314, -179.2039, -0.03372559, -23.093, 70.69
9393, 5559.542, 148.0111, -175.9456, -179.2065, -0.03260925, -23.093, 70.69
9410, 5567.497, 148.0038, -175.9981, -179.2077, -0.03209595, -23.093, 70.69
9426, 5587.797, 147.9876, -176.0438, -179.2107, -0.0316687, -23.093, 70.69
9443, 5595.479, 147.9852, -176.0621, -179.2118, -0.0314975, -23.093, 70.69
9460, 5611.938, 147.9987, -176.015, -179.214, -0.0319899, -23.093, 70.69
9476, 5619.619, 148.006, -175.9604, -179.215, -0.03254578, -23.093, 70.69
9493, 5636.079, 148.0525, -175.7986, -179.2168, -0.03418183, -23.093, 70.69
9510, 5652.538, 148.1015, -175.6282, -179.2186, -0.03590348, -23.093, 70.69
9526, 5660.493, 148.1138, -175.5393, -179.2195, -0.03680267, -23.093, 70.69
9543, 5676.679, 148.1578, -175.3834, -179.2213, -0.0383786, -23.093, 70.69
9560, 5692.589, 148.1992, -175.2344, -179.2231, -0.03988633, -23.093, 70.69
9576, 5704.66, 148.2387, -175.0469, -179.2243, -0.04177353, -23.093, 70.69
9593, 5720.296, 148.3264, -174.7255, -179.2255, -0.04500061, -23.093, 70.69
9610, 5728.251, 148.3529, -174.5346, -179.2264, -0.04691711, -23.093, 70.69
9626, 5744.162, 148.4422, -174.2133, -179.2276, -0.05014343, -23.093, 70.69
9643, 5760.346, 148.6269, -173.5592, -179.2279, -0.05668702, -23.093, 70.69
9660, 5768.027, 148.7091, -172.9464, -179.2282, -0.06281769, -23.093, 70.69
9676, 5783.386, 149.0075, -171.8334, -179.2272, -0.07393846, -23.093, 70.69
9693, 5798.198, 149.2293, -170.9754, -179.227, -0.08251634, -23.093, 70.69
9710, 5805.879, 149.2776, -170.6153, -179.2276, -0.0861226, -23.093, 70.69
9726, 5824.531, 149.4956, -169.9456, -179.2279, -0.09282318, -23.093, 70.69
9743, 5831.938, 149.5349, -169.642, -179.2285, -0.09586472, -23.093, 70.69
9760, 5848.945, 149.7079, -169.0593, -179.229, -0.1016974, -23.093, 70.69
9776, 5856.352, 149.7435, -168.7839, -179.2297, -0.1044579, -23.093, 70.69
9793, 5871.714, 149.8774, -168.2845, -179.2304, -0.1094591, -23.093, 70.69
9810, 5888.721, 150.0499, -167.7034, -179.2309, -0.1152753, -23.093, 70.69
9826, 5896.129, 150.0499, -167.7034, -179.2319, -0.1152849, -23.093, 70.69
9843, 5911.489, 150.172, -167.2479, -179.2327, -0.1198474, -23.093, 70.69
9860, 5919.719, 150.1913, -167.1136, -179.2336, -0.1212, -23.093, 70.69
9876, 5938.922, 150.2536, -166.9276, -179.2354, -0.1230785, -23.093, 70.69
9893, 5946.329, 150.2653, -166.8373, -179.2362, -0.1239896, -23.093, 70.69
9910, 5963.886, 150.3033, -166.7131, -179.2381, -0.1252507, -23.093, 70.69
9926, 5971.841, 150.3105, -166.6618, -179.2391, -0.1257726, -23.093, 70.69
9943, 5987.478, 150.3398, -166.5543, -179.2408, -0.1268652, -23.093, 70.69
9960, 6002.84, 150.3661, -166.4564, -179.2425, -0.1278609, -23.093, 70.69
9976, 6010.795, 150.3734, -166.4034, -179.2434, -0.1283997, -23.093, 70.69
9993, 6026.706, 150.3994, -166.31, -179.2451, -0.1293518, -23.093, 70.69
10010, 6044.538, 150.4229, -166.2343, -179.2471, -0.1301288, -23.093, 70.69
10026, 6052.219, 150.4261, -166.2109, -179.248, -0.1303719, -23.093, 70.69
10043, 6070.05, 150.4451, -166.1498, -179.2501, -0.1310027, -23.093, 70.69
10060, 6078.279, 150.4486, -166.125, -179.2511, -0.1312608, -23.093, 70.69
10076, 6095.562, 150.4614, -166.0827, -179.2531, -0.1317036, -23.093, 70.69
10093, 6103.792, 150.4628, -166.0726, -179.254, -0.1318138, -23.093, 70.69
10110, 6121.898, 150.4642, -166.0685, -179.2562, -0.1318774, -23.093, 70.69
10126, 6130.128, 150.4657, -166.0579, -179.2572, -0.1319929, -23.093, 70.69
10143, 6146.314, 150.469, -166.0461, -179.2591, -0.1321301, -23.093, 70.69
10160, 6162.498, 150.473, -166.0319, -179.261, -0.132291, -23.093, 70.69
10176, 6170.728, 150.4742, -166.0234, -179.262, -0.1323857, -23.093, 70.69
10193, 6187.188, 150.4761, -166.0171, -179.2639, -0.1324681, -23.093, 70.69
10210, 6203.373, 150.4725, -166.0296, -179.2659, -0.1323624, -23.093, 70.69
10226, 6211.603, 150.4711, -166.0393, -179.2669, -0.1322751, -23.093, 70.69
10243, 6228.063, 150.4651, -166.0603, -179.2688, -0.1320859, -23.093, 70.69
10260, 6246.716, 150.4586, -166.0803, -179.2711, -0.1319078, -23.093, 70.69
10276, 6254.946, 150.4562, -166.0972, -179.272, -0.1317488, -23.093, 70.69
10293, 6273.601, 150.4386, -166.1511, -179.2744, -0.1312329, -23.093, 70.69
10310, 6282.104, 150.4347, -166.1778, -179.2754, -0.1309753, -23.093, 70.69
10326, 6300.484, 150.4208, -166.2212, -179.2776, -0.1305644, -23.093, 70.69
10343, 6308.714, 150.4216, -166.2155, -179.2785, -0.1306306, -23.093, 70.69
10360, 6327.368, 150.4238, -166.2086, -179.2806, -0.1307201, -23.093, 70.69
10376, 6335.872, 150.4264, -166.1911, -179.2816, -0.130905, -23.093, 70.69
10393, 6352.332, 150.4367, -166.1551, -179.2833, -0.1312819, -23.093, 70.69
10410, 6368.791, 150.4429, -166.1336, -179.2851, -0.1315154, -23.093, 70.69
10426, 6377.295, 150.4446, -166.1224, -179.2861, -0.1316368, -23.093, 70.69
10443, 6394.029, 150.444, -166.1244, -179.2879, -0.131635, -23.093, 70.69
10460, 6410.763, 150.4464, -166.1162, -179.2898, -0.1317354, -23.093, 70.69
10476, 6418.718, 150.4446, -166.1294, -179.2907, -0.1316131, -23.093, 70.69
10493, 6435.726, 150.4411, -166.141, -179.2926, -0.1315155, -23.093, 70.69
10510, 6452.461, 150.4286, -166.1839, -179.2945, -0.1311058, -23.093, 70.69
10526, 6460.964, 150.4277, -166.1897, -179.2954, -0.1310574, -23.093, 70.69
10543, 6477.698, 150.4181, -166.2227, -179.2973, -0.1307462, -23.093, 70.69
10560, 6494.706, 150.4095, -166.2516, -179.2992, -0.1304759, -23.093, 70.69
10576, 6502.936, 150.4109, -166.2418, -179.3001, -0.130583, -23.093, 70.69
10593, 6519.67, 150.403, -166.2689, -179.302, -0.1303305, -23.093, 70.69
10610, 6538.599, 150.3916, -166.3034, -179.3041, -0.1300072, -23.093, 70.69
10626, 6546.828, 150.3903, -166.3127, -179.305, -0.1299228, -23.093, 70.69
10643, 6565.483, 150.3798, -166.3448, -179.307, -0.1296222, -23.093, 70.69
10660, 6573.712, 150.3784, -166.3546, -179.3079, -0.1295332, -23.093, 70.69
10676, 6594.836, 150.3515, -166.4278, -179.3103, -0.1288255, -23.093, 70.69
10693, 6603.34, 150.3476, -166.4535, -179.3113, -0.1285777, -23.093, 70.69
10710, 6624.187, 150.3383, -166.4791, -179.3135, -0.1283443, -23.093, 70.69
10726, 6632.418, 150.3386, -166.4773, -179.3143, -0.128371, -23.093, 70.69
10743, 6649.7, 150.3374, -166.4813, -179.3161, -0.1283485, -23.093, 70.69
10760, 6657.931, 150.3367, -166.486, -179.317, -0.1283093, -23.093, 70.69
10776, 6678.779, 150.3388, -166.4801, -179.3191, -0.1283897, -23.093, 70.69
10793, 6687.009, 150.3376, -166.4884, -179.3199, -0.1283157, -23.093, 70.69
10810, 6705.937, 150.3332, -166.5018, -179.3219, -0.1282008, -23.093, 70.69
10826, 6714.715, 150.3294, -166.5266, -179.3228, -0.1279622, -23.093, 70.69
10843, 6731.175, 150.3196, -166.5606, -179.3245, -0.1276395, -23.093, 70.69
10860, 6747.635, 150.3053, -166.6106, -179.3263, -0.1271567, -23.093, 70.69
10876, 6756.139, 150.2998, -166.6471, -179.3272, -0.1268005, -23.093, 70.69
10893, 6772.872, 150.2812, -166.7109, -179.329, -0.1261806, -23.093, 70.69
10910, 6789.332, 150.2547, -166.8032, -179.3308, -0.1252762, -23.093, 70.69
10926, 6798.11, 150.2498, -166.8351, -179.3317, -0.1249664, -23.093, 70.69
10943, 6814.57, 150.2204, -166.9376, -179.3336, -0.12396, -23.093, 70.69
10960, 6831.577, 150.1961, -167.0192, -179.3355, -0.1231624, -23.093, 70.69
10976, 6839.807, 150.1888, -167.0704, -179.3363, -0.1226593, -23.093, 70.69
10993, 6856.542, 150.1685, -167.14, -179.3381, -0.1219804, -23.093, 70.69
11010, 6873.275, 150.1553, -167.1851, -179.3398, -0.1215475, -23.093, 70.69
11026, 6881.505, 150.1485, -167.2322, -179.3406, -0.1210841, -23.093, 70.69
11043, 6898.239, 150.1258, -167.3102, -179.3424, -0.1203224, -23.093, 70.69
11060, 6917.168, 150.0961, -167.4001, -179.3445, -0.1194437, -23.093, 70.69
11076, 6925.397, 150.0923, -167.4265, -179.3453, -0.1191873, -23.093, 70.69
11093, 6941.857, 150.0633, -167.5273, -179.3471, -0.1181978, -23.093, 70.69
11110, 6950.635, 150.0577, -167.5638, -179.3479, -0.1178416, -23.093, 70.69
11126, 6971.209, 150.0317, -167.6363, -179.3501, -0.1171375, -23.093, 70.69
11143, 6979.713, 150.0283, -167.6594, -179.3509, -0.1169144, -23.093, 70.69
11160, 7000.288, 150.0036, -167.7281, -179.353, -0.1162488, -23.093, 70.69
11176, 7008.243, 149.9994, -167.7586, -179.3537, -0.1159517, -23.093, 70.69
11193, 7024.428, 149.9908, -167.7889, -179.3553, -0.1156642, -23.093, 70.69
11210, 7032.932, 149.9871, -167.8141, -179.3561, -0.1154198, -23.093, 70.69
11226, 7052.958, 149.978, -167.8401, -179.358, -0.1151792, -23.093, 70.69
11243, 7061.462, 149.9741, -167.8662, -179.3588, -0.1149258, -23.093, 70.69
11260, 7081.487, 149.9662, -167.8888, -179.3607, -0.1147192, -23.093, 70.69
11276, 7089.717, 149.9669, -167.8841, -179.3614, -0.1147733, -23.093, 70.69
11293, 7105.902, 149.9604, -167.9072, -179.3629, -0.1145567, -23.093, 70.69
11310, 7122.088, 149.9606, -167.9065, -179.3644, -0.1145786, -23.093, 70.69
11326, 7130.043, 149.9606, -167.9065, -179.3651, -0.1145857, -23.093, 70.69
11343, 7145.954, 149.9729, -167.862, -179.3664, -0.1150436, -23.093, 70.69
11360, 7161.865, 149.9809, -167.8333, -179.3677, -0.1153439, -23.093, 70.69
11376, 7169.546, 149.9819, -167.8258, -179.3684, -0.1154259, -23.093, 70.69
11393, 7184.634, 149.9671, -167.8819, -179.3698, -0.1148796, -23.093, 70.69
11410, 7199.722, 149.9317, -168.0163, -179.3714, -0.1135513, -23.093, 70.69
11426, 7207.128, 149.9174, -168.1273, -179.3722, -0.1124492, -23.093, 70.69
11443, 7220.571, 149.8535, -168.3995, -179.3738, -0.109743, -23.093, 70.69
11460, 7233.19, 149.7726, -168.7668, -179.3756, -0.1060878, -23.093, 70.69
11476, 7239.499, 149.7499, -168.9734, -179.3763, -0.1040291, -23.093, 70.69
11493, 7251.843, 149.6624, -169.3792, -179.378, -0.09998855, -23.093, 70.69
11510, 7263.364, 149.579, -169.7939, -179.3797, -0.09585801, -23.093, 70.69
11526, 7269.4, 149.5591, -169.9836, -179.3804, -0.09396791, -23.093, 70.69
11543, 7282.293, 149.4853, -170.3113, -179.382, -0.0907074, -23.093, 70.69
11560, 7287.505, 149.4704, -170.4753, -179.3826, -0.08907242, -23.093, 70.69
11576, 7298.752, 149.4106, -170.7802, -179.384, -0.0860379, -23.093, 70.69
11593, 7303.689, 149.4008, -170.8941, -179.3845, -0.08490417, -23.093, 70.69
11610, 7315.485, 149.3537, -171.1228, -179.3858, -0.08263078, -23.093, 70.69
11626, 7320.698, 149.3424, -171.2466, -179.3864, -0.08139786, -23.093, 70.69
11643, 7329.75, 149.3174, -171.4048, -179.3873, -0.07982545, -23.093, 70.69
11660, 7338.803, 149.2931, -171.5589, -179.3883, -0.07829331, -23.093, 70.69
11676, 7343.193, 149.2872, -171.6352, -179.3887, -0.0775351, -23.093, 70.69
11693, 7351.971, 149.2733, -171.7258, -179.3895, -0.07663712, -23.093, 70.69
11710, 7360.475, 149.2601, -171.8146, -179.3903, -0.07575714, -23.093, 70.69
11726, 7364.864, 149.2569, -171.8566, -179.3907, -0.07534088, -23.093, 70.69
11743, 7373.643, 149.2499, -171.9026, -179.3915, -0.07488861, -23.093, 70.69
11760, 7382.146, 149.2362, -171.995, -179.3923, -0.07397247, -23.093, 70.69
11776, 7386.262, 149.2352, -172.0078, -179.3926, -0.07384872, -23.093, 70.69
11793, 7398.057, 149.2567, -171.9036, -179.3934, -0.07489822, -23.093, 70.69
11810, 7402.721, 149.2628, -171.8284, -179.3938, -0.07565338, -23.093, 70.69
11826, 7415.615, 149.2878, -171.7172, -179.3946, -0.07677414, -23.093, 70.69
11843, 7421.101, 149.3002, -171.5876, -179.395, -0.07807404, -23.093, 70.69
11860, 7435.914, 149.415, -171.1436, -179.3953, -0.08251709, -23.093, 70.69
11876, 7440.029, 149.4289, -170.9506, -179.3955, -0.08444962, -23.093, 70.69
11893, 7445.515, 149.47, -170.5215, -179.3956, -0.088741, -23.093, 70.69
11910, 7449.904, 149.4962, -170.1797, -179.3958, -0.09216064, -23.093, 70.69
11926, 7452.648, 149.5016, -170.0649, -179.396, -0.09331024, -23.093, 70.69
11943, 7459.506, 149.5516, -169.6478, -179.3961, -0.09748306, -23.093, 70.69
11960, 7466.089, 149.5988, -169.2373, -179.3963, -0.1015901, -23.093, 70.69
11976, 7470.478, 149.604, -169.1685, -179.3966, -0.1022817, -23.093, 70.69
11993, 7482.275, 149.6198, -169.0919, -179.3974, -0.103056, -23.093, 70.69
12010, 7487.487, 149.6099, -169.2004, -179.3979, -0.1019757, -23.093, 70.69
12026, 7495.991, 149.596, -169.2943, -179.3987, -0.1010443, -23.093, 70.69
12043, 7499.283, 149.5914, -169.3737, -179.3991, -0.1002536, -23.093, 70.69
12060, 7507.787, 149.5564, -169.61, -179.4, -0.09790039, -23.093, 70.69
12076, 7511.079, 149.5501, -169.7189, -179.4003, -0.09681396, -23.093, 70.69
12093, 7519.034, 149.5284, -169.8752, -179.4011, -0.09525864, -23.093, 70.69
12110, 7521.778, 149.5273, -169.8985, -179.4013, -0.09502854, -23.093, 70.69
12126, 7528.362, 149.5294, -169.8803, -179.4018, -0.09521561, -23.093, 70.69
12143, 7532.202, 149.5308, -169.8594, -179.4021, -0.0954268, -23.093, 70.69
12160, 7540.158, 149.5296, -169.8675, -179.4028, -0.09535233, -23.093, 70.69
12176, 7543.45, 149.5289, -169.8809, -179.403, -0.09522156, -23.093, 70.69
12193, 7551.132, 149.5312, -169.8637, -179.4036, -0.09539948, -23.093, 70.69
12210, 7557.99, 149.5329, -169.8491, -179.4041, -0.09555054, -23.093, 70.69
12226, 7561.556, 149.5306, -169.8868, -179.4044, -0.09517593, -23.093, 70.69
12243, 7567.317, 149.5219, -169.9735, -179.405, -0.09431428, -23.093, 70.69
12260, 7573.351, 149.5195, -169.9964, -179.4054, -0.09409073, -23.093, 70.69
12276, 7576.37, 149.5183, -170.0174, -179.4057, -0.09388245, -23.093, 70.69
12293, 7581.033, 149.5118, -170.0975, -179.4061, -0.09308595, -23.093, 70.69
12310, 7586.793, 149.4988, -170.2267, -179.4067, -0.09179932, -23.093, 70.69
12326, 7590.086, 149.497, -170.2583, -179.4069, -0.0914859, -23.093, 70.69
12343, 7595.847, 149.4934, -170.2938, -179.4074, -0.09113586, -23.093, 70.69
12360, 7601.882, 149.488, -170.3456, -179.4079, -0.09062302, -23.093, 70.69
12376, 7604.076, 149.4872, -170.365, -179.4081, -0.09043045, -23.093, 70.69
12393, 7609.288, 149.4809, -170.4348, -179.4085, -0.0897377, -23.093, 70.69
12410, 7613.952, 149.4782, -170.4679, -179.4089, -0.08940965, -23.093, 70.69
12426, 7616.421, 149.4779, -170.4757, -179.4091, -0.0893344, -23.093, 70.69
12443, 7624.102, 149.4796, -170.4623, -179.4097, -0.08947357, -23.093, 70.69
12460, 7626.571, 149.4806, -170.4398, -179.4099, -0.08970078, -23.093, 70.69
12476, 7632.881, 149.4792, -170.4528, -179.4104, -0.0895755, -23.093, 70.69
